300 300
32 43 0.32947306413974486
32 70 0.5504961788148104
32 181 0.1897845638209772
32 185 0.48156106565213447
32 197 0.5692867217304091
32 210 0.6150022973209763
32 266 0.4965254334870938
32 277 0.7033728013315778
32 282 0.6534250784277178
33 209 0.1578958879107888
34 46 0.3111992960125466
34 58 0.26735987286331697
34 150 0.13256145216142706
34 199 0.17463270960785313
34 214 0.32140116876399466
34 244 0.26167481181811164
34 246 0.04322280261975316
34 259 0.3234552473714177
34 279 0.26325167244350745
34 294 0.3695853414554589
35 13 0.5774070437279166
35 31 0.36742768355587385
35 36 0.40573615170327026
35 37 0.5829738616109535
35 60 0.21272026517938453
35 66 0.08200176224106409
35 68 0.47727579686480986
35 137 0.3301741715335426
35 220 0.5835474603748956
35 245 0.6001272476629109
36 31 0.11333848285759268
36 35 0.40573615170327026
36 58 0.3218224559671346
36 60 0.30201058067817793
36 116 0.3751220123012057
36 137 0.07581508012050985
36 149 0.24264316780307932
36 220 0.20595958374705087
36 245 0.22848301855173825
36 279 0.3426274031493536
37 140 0.09469163172454213
38 23 0.4256318557942304
38 24 0.3112295625708696
38 41 0.47681995241056313
38 157 0.39223638044873016
38 165 0.455709492368973
38 182 0.2516987309212203
38 194 0.45270547724584165
38 198 0.3917893687315686
38 272 0.2492746074435039
38 299 0.49231208513353353
39 26 0.20580239322076233
39 53 0.09758787340702557
39 91 0.27204381477330136
39 112 0.200763566905656
39 114 0.1927411876431883
39 121 0.05597968287571967
39 126 0.00975014191721408
39 172 0.18410988206970458
39 252 0.17559681649840406
39 263 0.29836411438565397
40 15 0.42074353429472194
40 81 0.4962990793439764
40 90 0.2546896417361853
40 138 0.37428870775446843
40 161 0.44553526655833
40 178 0.5021047223748973
40 190 0.35317442618114997
40 226 0.5307125533553738
40 232 0.2663674204934516
40 289 0.3968549096994566
41 6 0.4912498515533727
41 38 0.47681995241056313
41 129 0.2687383880740635
41 132 0.35108307166547414
41 145 0.2772938956582902
41 157 0.2171660170329517
41 194 0.13438155466232934
41 198 0.1418218247460529
41 203 0.1788186471131813
41 272 0.37583040092012937
42 98 0.31991687036089544
43 7 0.21486906023326577
43 12 0.42094722387627304
43 32 0.32947306413974486
43 70 0.22468327349870806
43 170 0.48504634235725774
43 181 0.13971857139414132
43 185 0.20010732582306034
43 204 0.4560060401254508
43 210 0.3756479868879566
43 266 0.355779945599337
44 10 0.3169848774746888
44 24 0.2599282702564341
44 47 0.32176058964619925
44 131 0.06979926290648937
44 132 0.2203865091573044
44 145 0.24668448381968366
44 157 0.28125805852647184
44 211 0.22820914871424192
44 272 0.2585136457003341
44 299 0.30222313737617745
45 55 0.1038214310654724
45 63 0.18574417196711623
45 65 0.16538718009853917
45 141 0.1981690521770974
45 155 0.153323201616814
45 179 0.35777274252139674
45 191 0.0831816500825267
45 216 0.18303442379162663
45 234 0.17454121824079274
45 265 0.31622381176275166
46 34 0.3111992960125466
46 72 0.3435387977296524
46 79 0.35812468945433656
46 150 0.20707871986318166
46 171 0.2462964895008939
46 175 0.30998542706992055
46 246 0.3416106522486301
46 259 0.3332722934927093
46 278 0.14393191246372708
46 294 0.16959803140033036
47 10 0.16334146245959974
47 44 0.32176058964619925
47 73 0.23451641441575358
47 76 0.30757946909441497
47 131 0.32400425292635854
47 183 0.28989948331894144
47 206 0.10837959905898893
47 211 0.11014990113434496
47 251 0.269158878097538
47 299 0.23928280395966145
48 1 0.1724141674856801
48 89 0.08542599124087832
48 116 0.16968568905014503
48 146 0.2978599600304357
48 149 0.31468868213208606
48 214 0.17343944975148637
48 243 0.10306083490908823
48 244 0.1455757879074564
48 259 0.22812420013830284
48 286 0.33074845773822975
49 21 0.38644672403367214
49 83 0.4457258963726383
49 105 0.3429505891557035
49 118 0.49076652887176875
49 125 0.3886842085901586
49 163 0.46654383534620103
49 177 0.3823013466393797
49 269 0.29057291491151654
49 291 0.4268526391602867
49 295 0.07167140757183724
50 64 0.4095467035236592
50 69 0.5267686911310678
50 93 0.5141395367166616
50 111 0.35197312946795484
50 136 0.4532906355403104
50 239 0.4120994514129879
50 247 0.3010665659313596
50 254 0.23615239845199912
50 255 0.42995328343728706
50 262 0.22255221107544693
51 17 0.16153997060515676
51 67 0.3403966547514234
51 78 0.32589349996391226
51 86 0.1935878736524299
51 103 0.11121557576401633
51 180 0.3702109275724497
51 221 0.07204812487598587
51 222 0.4465792648650993
51 283 0.23126486349420813
51 284 0.31794719972345187
52 3 0.2335820097234421
52 30 0.4596993588746032
52 72 0.4681848386057433
52 102 0.21929591913797458
52 139 0.38963932625288755
52 148 0.3777703350135647
52 156 0.48255065577611106
52 175 0.37623408983981294
52 228 0.30040850554370724
52 267 0.31367788658148454
53 26 0.11121428516830519
53 39 0.09758787340702557
53 91 0.17527004772063548
53 114 0.13688333188049195
53 121 0.1470270766885023
53 126 0.0985939684878488
53 158 0.2646012652953212
53 172 0.22473318905394674
53 236 0.28096702771694687
53 252 0.23247766537968964
54 163 0.2630530316540667
55 45 0.1038214310654724
55 63 0.14978574683785112
55 65 0.08480981942860107
55 141 0.15642551691889328
55 155 0.12516419378951849
55 191 0.11244666519655903
55 216 0.2857115081328301
55 234 0.09804688298021012
55 248 0.2651425244410516
55 265 0.28217623737152187
56 298 0.41135699989320423
57 19 0.23733638596108397
57 74 0.36646908364513825
57 110 0.24479263660233597
57 127 0.40922580099633765
57 129 0.5986801409479626
57 132 0.6077244511942992
57 135 0.38033005498926314
57 145 0.6701922948646767
57 195 0.46398875276303775
57 203 0.6724509889937235
58 34 0.26735987286331697
58 36 0.3218224559671346
58 116 0.2590624370787257
58 149 0.1479948150490048
58 199 0.25016071880182766
58 220 0.11897274077625714
58 243 0.28558565453827317
58 244 0.27702110237348504
58 246 0.25539207370981903
58 279 0.08021002606186825
59 26 0.3112509961895274
59 39 0.37977447576581497
59 53 0.35050866818156934
59 82 0.17149737086430147
59 123 0.33919715886887364
59 128 0.26193284142013573
59 172 0.25495048360238703
59 252 0.29346218148765224
59 263 0.2951254576259172
59 270 0.37935357313809687
60 13 0.40831967549040543
60 31 0.2140868007566351
60 35 0.21272026517938453
60 36 0.30201058067817793
60 66 0.290559385560393
60 137 0.24380598712752458
60 149 0.5408625695459016
60 189 0.5430772103194733
60 220 0.5072469110741267
60 245 0.4362360722708518
61 81 0.23795707339838607
61 161 0.29875556144045073
61 162 0.2642844527609882
61 178 0.2348329186340738
61 187 0.20961838313272657
61 193 0.10955389680515204
61 219 0.14029948427690597
61 235 0.21815723048275187
61 253 0.30980566315818275
61 297 0.25098099993608297
62 231 0.5588687596076123
63 18 0.18071610208348463
63 45 0.18574417196711623
63 55 0.14978574683785112
63 94 0.22467455172424622
63 141 0.014306808095548287
63 155 0.03245783370320765
63 179 0.18272845133633023
63 191 0.11071062008014917
63 234 0.07710078231862608
63 265 0.1347861099486207
64 23 0.2790635750599121
64 50 0.4095467035236592
64 76 0.3757861638659746
64 93 0.37601103566499416
64 136 0.40770225662469534
64 182 0.39250988755553545
64 239 0.24257695824471512
64 254 0.34721147227497823
64 262 0.30737126009850585
64 271 0.43836220981771057
65 45 0.16538718009853917
65 55 0.08480981942860107
65 63 0.22483705794233153
65 141 0.22845668297287974
65 155 0.2049116056225931
65 191 0.19605339451927337
65 216 0.33106086009611196
65 234 0.15701500678492558
65 237 0.30748070910148
65 248 0.2485706770733239
66 35 0.08200176224106409
67 51 0.3403966547514234
67 78 0.33521533536788944
67 86 0.15598148652275318
67 97 0.2693766122006457
67 105 0.34324380745075944
67 180 0.25531840450942656
67 258 0.23670589035973552
67 281 0.27536280002236785
67 283 0.12404174324244913
67 284 0.18427806699048602
68 37 0.14591082652120413
69 73 0.2630188858563786
69 76 0.35408636582733605
69 93 0.3204307521941054
69 94 0.32899351745509975
69 183 0.19724094906785852
69 237 0.27963341197001285
69 247 0.2782088897651556
69 248 0.28586622789245253
69 251 0.20353729415365526
69 254 0.32643984688239563
70 7 0.22209330053685014
70 12 0.33479324410636213
70 43 0.22468327349870806
70 170 0.26615109417876553
70 181 0.3617141069301436
70 185 0.22681535846543605
70 204 0.30442289341142015
70 210 0.373892131813719
70 230 0.3187512461515003
70 266 0.3639128123720062
71 287 0.1888550848165394
72 3 0.24878083038548726
72 46 0.3435387977296524
72 79 0.14260180411293197
72 84 0.410809999821044
72 156 0.12039138823367725
72 171 0.30008690036854346
72 175 0.2037604172346811
72 228 0.27364983366722734
72 278 0.22416968533068246
72 294 0.25680289214796237
73 10 0.2238952612211768
73 47 0.23451641441575358
73 69 0.2630188858563786
73 76 0.15286389985374296
73 93 0.14570059494032309
73 183 0.0657803417028098
73 206 0.12755409034696072
73 239 0.28388302241109264
73 251 0.07955078463453814
73 299 0.2919192123428775
74 6 0.4466989021767927
74 41 0.4992542328839386
74 57 0.36646908364513825
74 127 0.4237658179959397
74 129 0.2364732211600358
74 132 0.3666322238762321
74 135 0.48536536601017716
74 145 0.39597090841286575
74 195 0.4807837787263638
74 203 0.33568615887827724
75 9 0.22023153734803141
75 72 0.4643124603787132
75 79 0.35180428261824076
75 84 0.1640068177135083
75 100 0.2547690013278579
75 156 0.3797550606566114
75 171 0.4677480062382247
75 207 0.25023672785886963
75 238 0.5182239196933001
75 264 0.38518846922764893
76 10 0.20187587913108818
76 23 0.26841090641451515
76 47 0.30757946909441497
76 73 0.15286389985374296
76 93 0.0393230788231196
76 183 0.18912738852044375
76 206 0.22859783986334542
76 239 0.15277515979557962
76 251 0.22509148601369663
76 299 0.22732494581824214
77 12 0.22981585458475395
77 16 0.23115435584075286
77 104 0.2288042960777014
77 107 0.20161587823058236
77 151 0.2847920494659347
77 159 0.18480257299492078
77 192 0.29838186460801724
77 208 0.12164120137561021
77 210 0.26103676806627757
77 260 0.32798636783840335
78 51 0.32589349996391226
78 86 0.2453751731536211
78 103 0.27462518010529735
78 114 0.31040991181445166
78 217 0.2668978664000111
78 222 0.2703068778585513
78 236 0.16540581078795083
78 258 0.33102086342620163
78 283 0.2437620772122406
78 284 0.15641004217446836
79 3 0.39103770202787186
79 46 0.35812468945433656
79 72 0.14260180411293197
79 75 0.35180428261824076
79 84 0.27268754690227376
79 156 0.15551582237630907
79 171 0.2110875579914108
79 175 0.33266408957815075
79 278 0.21456579735569414
79 294 0.33807525238280717
80 14 0.23300560528925232
80 112 0.5068739058310076
80 123 0.5114361692524535
80 154 0.32068330370184717
80 172 0.6419139429519698
80 224 0.3658579830991283
80 252 0.6087265852723064
80 263 0.5567356744700198
80 270 0.514865722998235
80 275 0.5884026441759873
81 15 0.19220926263438787
81 61 0.23795707339838607
81 90 0.28599970407378894
81 161 0.08739771492910284
81 162 0.15256935695322776
81 178 0.022962819364211833
81 193 0.132875261210306
81 219 0.2978811105129989
81 232 0.2661150185511488
81 235 0.3172989550835385
82 59 0.17149737086430147
82 96 0.3192018549498388
82 117 0.2696809682279255
82 128 0.1925656054930098
82 168 0.2931585957843007
82 172 0.41970789491217864
82 233 0.38889978900263106
82 252 0.45688932574248337
82 263 0.4318252775415272
82 276 0.34874140655179015
83 21 0.061669643334202266
83 26 0.2829936049711198
83 53 0.39374100515186106
83 59 0.40147087818095784
83 91 0.24481551538345306
83 125 0.31628043074677525
83 158 0.23648700518174878
83 168 0.33512538663600966
83 269 0.39718360151894816
83 291 0.09036444708604056
84 9 0.3083973576431293
84 72 0.410809999821044
84 75 0.1640068177135083
84 79 0.27268754690227376
84 100 0.3908945100172794
84 156 0.36633715152850765
84 171 0.3239953834977356
84 207 0.3418655982360948
84 278 0.4291442001143846
84 288 0.3812815609701805
85 2 0.3197741151943438
85 22 0.3565647029049089
85 87 0.6203319999202119
85 107 0.6268372507191383
85 109 0.06423229492612272
85 119 0.4902126266618175
85 159 0.4721331873822983
85 164 0.5595200784490292
85 186 0.20096135821429612
85 268 0.23476712449221884
86 17 0.35045270215202434
86 51 0.1935878736524299
86 67 0.15598148652275318
86 78 0.2453751731536211
86 103 0.24254861362082555
86 180 0.29923726176614435
86 221 0.23709183165419162
86 258 0.3272702241340935
86 283 0.03769112021954456
86 284 0.15250766677635416
87 22 0.31226154691346314
87 27 0.31224749408506874
87 119 0.47683521230678383
87 153 0.28828710123072376
87 164 0.4304719980939728
87 167 0.2321575151837499
87 241 0.19936552362170926
87 253 0.3571068677740053
87 261 0.10192291378071315
87 297 0.43819202603319707
88 13 0.3005635957455083
89 1 0.0882922489864085
89 48 0.08542599124087832
89 116 0.1909454875707062
89 134 0.3112703073200292
89 146 0.21271217303793502
89 214 0.24488707359030543
89 243 0.1407506048039496
89 244 0.2307572481212256
89 259 0.29583120343039276
89 286 0.2594459320334512
90 15 0.1666952030924085
90 29 0.40664495822019897
90 40 0.2546896417361853
90 81 0.28599970407378894
90 161 0.27238944831475076
90 162 0.38064460724735905
90 178 0.283469637687466
90 190 0.4000834076259652
90 232 0.20425517089771045
90 289 0.3999182083213041
91 21 0.2784434239788545
91 26 0.09434691691778593
91 39 0.27204381477330136
91 53 0.17527004772063548
91 83 0.24481551538345306
91 114 0.16259074792126021
91 126 0.27173285596794433
91 158 0.09915429559379922
91 236 0.27066548815288094
91 291 0.21420563504486953
92 293 0.3006869715932635
93 10 0.2364655253151025
93 23 0.29759572277960994
93 73 0.14570059494032309
93 76 0.0393230788231196
93 183 0.1687713988765029
93 206 0.24116008198669947
93 239 0.14030649114622523
93 251 0.209422197996541
93 254 0.28661653086550654
93 299 0.2661943460688746
94 18 0.11295525654171061
94 63 0.22467455172424622
94 141 0.21039227859992407
94 155 0.25290214870814315
94 179 0.21207582674158448
94 201 0.2526266241587834
94 234 0.21965245522654797
94 237 0.08115241404603939
94 248 0.17619226923841178
94 265 0.17965351534658008
95 70 0.41849652742947197
95 142 0.41940428137405117
95 169 0.151769781782167
95 170 0.28332919536105067
95 200 0.15201303163850216
95 204 0.11482982246398533
95 230 0.43109307639329986
95 232 0.44068185335874166
95 266 0.33756903589745346
95 289 0.27211432806935654
96 21 0.4527937508192874
96 59 0.4385225487541294
96 82 0.3192018549498388
96 83 0.4282738037773974
96 117 0.2758040761725273
96 124 0.26641610901102963
96 128 0.48868172401633797
96 168 0.09446930444381443
96 276 0.056239531681817494
96 291 0.51672624330935
97 20 0.23251660711107427
97 67 0.2693766122006457
97 86 0.37401909999283417
97 177 0.36177338434830913
97 180 0.13979722591405125
97 188 0.2617631052606024
97 240 0.166710612567955
97 281 0.006471633527651828
97 283 0.36059349738125634
97 296 0.3149152966792791
98 22 0.632968019372771
98 42 0.31991687036089544
98 85 0.6771743545762735
98 87 0.5199727395613092
98 119 0.1882185832155041
98 153 0.7013095919459467
98 167 0.5874464575316831
98 241 0.6256951095283639
98 261 0.5370258441779061
98 268 0.4463866265092555
99 196 0.4456343423260151
100 8 0.42425760922374156
100 9 0.1313917164567107
100 75 0.2547690013278579
100 79 0.6058976456513664
100 84 0.3908945100172794
100 130 0.511045790108635
100 156 0.6142497631200238
100 207 0.11971728527043198
100 238 0.5575722235756845
100 264 0.4815123051588349
101 202 0.3849395569094819
102 3 0.3638580346898135
102 30 0.26172293692116394
102 52 0.21929591913797458
102 139 0.26139575134171833
102 156 0.4869481635333068
102 175 0.5156366471697724
102 227 0.4326195525922053
102 228 0.4645192652812802
102 264 0.4715714683114714
102 267 0.0944744087529213
103 17 0.2064552214706095
103 51 0.11121557576401633
103 67 0.39852964159067034
103 78 0.27462518010529735
103 86 0.24254861362082555
103 217 0.38861798294009803
103 221 0.17215510391390193
103 222 0.3414069147943512
103 283 0.276297205130865
103 284 0.3210343671583509
104 12 0.19453788566178534
104 16 0.022075584206874867
104 77 0.2288042960777014
104 151 0.09438931822873334
104 187 0.32076005844613
104 192 0.06984594392581073
104 208 0.141845859192263
104 210 0.3272460717187485
104 235 0.3350587606911472
104 260 0.13817515260377283
105 49 0.3429505891557035
105 67 0.34324380745075944
105 97 0.41318000643003433
105 125 0.22830629884557532
105 177 0.09335536172875576
105 188 0.2485208116056989
105 258 0.23904752199407606
105 269 0.11423237698853975
105 295 0.40568426587812745
105 296 0.3184738218506769
106 133 0.01264241750257572
107 2 0.3077693009241537
107 12 0.36759187602236787
107 16 0.4271334984266819
107 77 0.20161587823058236
107 104 0.4276270354725367
107 159 0.24566324789998348
107 186 0.4259699016879092
107 208 0.3189843062810718
107 210 0.3108157969376802
107 213 0.40614876557594515
108 33 0.19715660403030585
109 2 0.3252859702152413
109 22 0.41938963140532226
109 77 0.6800163647703931
109 85 0.06423229492612272
109 107 0.6322027859415414
109 119 0.5283169400364567
109 159 0.4998293456350253
109 164 0.6132538413348881
109 186 0.21448673381106534
109 268 0.2700838595239451
110 19 0.015931247539422575
110 45 0.5621523490040335
110 57 0.24479263660233597
110 65 0.5898145643513716
110 74 0.5241825189928062
110 127 0.317065340078642
110 135 0.23069354392868974
110 195 0.34705061887940036
110 215 0.46245685227453304
110 216 0.47274481680627617
111 50 0.35197312946795484
111 69 0.36718254472172296
111 93 0.5697384308677523
111 183 0.5308448874064132
111 239 0.550681386234758
111 247 0.1264142293310719
111 251 0.5546283632312685
111 254 0.34409142030528267
111 255 0.48050214038416234
111 262 0.5737488939490282
112 39 0.200763566905656
112 53 0.2978578300902363
112 114 0.3752794355684414
112 121 0.1634595800768803
112 123 0.25594265290061513
112 126 0.20166902806876894
112 172 0.22554414270666148
112 252 0.18784084297694306
112 263 0.2557889765251053
112 270 0.3905599698999859
113 34 0.5535260350540192
113 37 0.4539532562146082
113 58 0.516085332525935
113 68 0.5432491813888555
113 140 0.41361375496813657
113 160 0.3306934476280003
113 199 0.37920190660235914
113 220 0.5562894199402708
113 246 0.5103205137195845
113 279 0.43624303336330805
114 26 0.17645276303235177
114 39 0.1927411876431883
114 53 0.13688333188049195
114 78 0.31040991181445166
114 91 0.16259074792126021
114 121 0.21249311523548153
114 126 0.18676384808447474
114 158 0.20507251403244828
114 217 0.304356595198793
114 236 0.14604819930447696
115 273 0.24061987425500106
116 1 0.2579419894696635
116 48 0.16968568905014503
116 58 0.2590624370787257
116 89 0.1909454875707062
116 149 0.1595256964844466
116 220 0.24365927360450138
116 243 0.06779551853042534
116 244 0.21132231417702452
116 245 0.24662160920605372
116 286 0.2913183281464987
117 4 0.6501592165729795
117 59 0.44116043938719307
117 82 0.2696809682279255
117 83 0.634845336338556
117 96 0.2758040761725273
117 124 0.4837447198124415
117 128 0.32924276521577833
117 168 0.3319786546486203
117 233 0.33005310697188106
117 276 0.256359878879586
118 4 0.34711943391267663
118 21 0.658090975131514
118 49 0.49076652887176875
118 54 0.27346625030919075
118 96 0.5209769713306794
118 124 0.27072159457182887
118 163 0.02878472246790612
118 168 0.5462573329483618
118 276 0.5105947800437055
118 295 0.4365118930275485
119 22 0.49572846382218066
119 42 0.5076147361312092
119 85 0.4902126266618175
119 87 0.47683521230678383
119 98 0.1882185832155041
119 109 0.5283169400364567
119 167 0.6155046512914151
119 241 0.6324046035833711
119 261 0.5285368395503222
119 268 0.25823309357742597
120 63 0.5041437999791271
120 71 0.31626272317201803
120 141 0.5111512469926032
120 155 0.5050146865382829
120 179 0.44251779898598
120 191 0.4927599533597961
120 201 0.4988126528723106
120 216 0.5082011571623869
120 265 0.4723630642706722
120 287 0.42711944832208415
121 26 0.2577817978779158
121 39 0.05597968287571967
121 53 0.1470270766885023
121 91 0.31651564288556006
121 112 0.1634595800768803
121 114 0.21249311523548153
121 126 0.05056531275390628
121 172 0.212748651239661
121 252 0.19453386095541103
121 263 0.3127051094376525
122 18 0.47405838887144486
122 71 0.5920740001361376
122 94 0.5035908046859607
122 111 0.5961884969921393
122 179 0.4827241930621616
122 201 0.33806561945557273
122 237 0.568867243801971
122 256 0.5275176128375031
122 265 0.5185802801480157
122 287 0.40415321049909786
123 39 0.32929209000895404
123 53 0.3898742859029382
123 59 0.33919715886887364
123 112 0.25594265290061513
123 121 0.3368186360107783
123 126 0.33731874302685527
123 172 0.16982948110440088
123 252 0.15772298749727304
123 263 0.04827548301454612
123 270 0.14135313835754434
124 4 0.3106469351392634
124 21 0.559878967206783
124 54 0.5418402885998488
124 96 0.26641610901102963
124 117 0.4837447198124415
124 118 0.27072159457182887
124 163 0.28808025510823704
124 168 0.3177991353193954
124 276 0.2451900374267178
124 295 0.547398254125585
125 21 0.27488979328638075
125 83 0.31628043074677525
125 91 0.3410512658527617
125 105 0.22830629884557532
125 158 0.24426782627434318
125 177 0.3203995583982953
125 258 0.1364416219945109
125 269 0.14033041230874346
125 284 0.3372798799020023
125 291 0.22952206193831518
126 26 0.20828929339240285
126 39 0.00975014191721408
126 53 0.0985939684878488
126 91 0.27173285596794433
126 112 0.20166902806876894
126 114 0.18676384808447474
126 121 0.05056531275390628
126 172 0.1935667309710031
126 252 0.18436501571242211
126 263 0.306984545179417
127 19 0.3036962778874756
127 44 0.37042720910945626
127 57 0.40922580099633765
127 74 0.4237658179959397
127 110 0.317065340078642
127 131 0.30065147268805625
127 132 0.33871623167033765
127 135 0.10755353178482784
127 145 0.4175006516960501
127 195 0.06142808359010607
128 59 0.26193284142013573
128 82 0.1925656054930098
128 117 0.32924276521577833
128 123 0.40197739100183033
128 168 0.4795994229181469
128 172 0.4282892047589988
128 233 0.24895377100134444
128 252 0.4568117172597171
128 263 0.38221008313215155
128 270 0.34121526007758496
129 6 0.35774853580502336
129 41 0.2687383880740635
129 74 0.2364732211600358
129 131 0.4956995753672865
129 132 0.2975541172464639
129 145 0.27537651408333175
129 157 0.33444898665127415
129 194 0.3890500774346371
129 198 0.3139270032177945
129 203 0.13772595335243765
130 8 0.2973378718188302
130 9 0.6169843082168234
130 30 0.34026991394710715
130 56 0.4667718665123569
130 75 0.528993356506815
